"의료기관시도별","보험급여별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"계","의료급여","자궁절제술","수술인원수[명]","명","2902","2884","3068","3092","2500","1634","1571","1490","1418","1323","1398","1241","1345","1341","1327","1362","1233",
"계","의료급여","자궁절제술","수술건수[건]","건","2919","3123","3078","3112","2506","1637","1574","1496","1420","1327","1402","1247","1352","1352","1350","1402","1263",
"계","의료급여","제왕절개수술","수술인원수[명]","명","1095","1274","1226","1532","1690","1365","1537","1323","1272","1312","1132","1156","1161","1012","953","808","769",
"계","의료급여","제왕절개수술","수술건수[건]","건","1102","1387","1229","1536","1695","1367","1543","1330","1276","1314","1134","1169","1175","1014","962","827","781",
"계","의료급여","고관절 치환술","수술인원수[명]","명","1040","1093","1076","1014","1018","935","1009","1037","3287","3302","3483","3558","3584","3645","3472","3698","3740",
"계","의료급여","고관절 치환술","수술건수[건]","건","1103","1266","1122","1052","1071","979","1069","1116","3453","3505","3679","3779","3744","3819","3703","4027","4127",
"계","의료급여","슬관절 치환술","수술인원수[명]","명","3759","4108","4692","4923","4696","3899","4532","4383","4223","4501","5256","4859","5064","5556","4778","4899","5126",
"계","의료급여","슬관절 치환술","수술건수[건]","건","3996","4742","4994","5237","4998","4119","4854","4808","4606","4895","5625","5288","5420","5912","5093","5224","5592",
"계","의료급여","유방 부분 절제술","수술인원수[명]","명","472","491","546","174","579","556","509","544","508","505","524","668","832","846","891","1049","1000",
"계","의료급여","유방 부분 절제술","수술건수[건]","건","476","529","553","176","598","563","521","565","531","526","538","696","861","885","943","1096","1064",
"계","의료급여","유방 전 절제술","수술인원수[명]","명","519","511","553","848","545","520","605","654","690","730","517","698","474","521","520","568","546",
"계","의료급여","유방 전 절제술","수술건수[건]","건","535","581","561","869","555","525","612","666","700","735","523","703","479","530","533","597","574",
"계","의료급여","뇌기저부 수술","수술인원수[명]","명","22","26","13","25","11","8","15","14","14","22","9","13","12","9","16","17","9",
"계","의료급여","뇌기저부 수술","수술건수[건]","건","23","28","13","25","11","8","15","14","15","22","9","14","12","9","17","17","9",
"계","의료급여","뇌종양 수술","수술인원수[명]","명","301","289","285","307","297","228","279","275","259","300","303","294","276","273","259","351","382",
"계","의료급여","뇌종양 수술","수술건수[건]","건","320","324","288","313","304","239","290","283","275","319","314","303","284","278","270","367","399",
"계","의료급여","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","952","1001","883","1085","1030","862","940","892","932","802","881","884","901","954","855","879","928",
"계","의료급여","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","954","1092","887","1091","1030","864","953","904","943","817","894","905","919","977","889","919","997",
"계","의료급여","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","243","256","251","304","298","321","355","344","375","378","387","378","450","428","510","493","504",
"계","의료급여","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","247","281","252","306","302","323","358","351","379","380","393","388","454","437","526","524","524",
"계","의료급여","간색전술","수술인원수[명]","명","1927","2022","1940","1952","1884","1870","1940","2010","1988","2104","2268","2364","2501","2530","2560","2629","2561",
"계","의료급여","간색전술","수술건수[건]","건","3277","3670","2844","2878","2785","2647","2732","2952","2871","3021","3251","3353","3466","3486","3512","3595","3419",
"계","의료급여","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","624","811","872","943","962","986","1039","999","789","600","695","672","753","794","670","787","808",
"계","의료급여","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","628","916","883","955","967","996","1047","1010","800","613","703","676","766","811","689","810","841",
"계","의료급여","선천성 심장기형 수술","수술인원수[명]","명","541","479","402","408","401","608","392","425","304","","","","","","","","",
"계","의료급여","선천성 심장기형 수술","수술건수[건]","건","553","534","409","417","415","629","397","441","311","","","","","","","","",
"계","의료급여","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","362","354","431","405","399","601","613","646",
"계","의료급여","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","369","359","442","410","405","638","646","717",
"계","의료급여","순열 및 구개열 수술","수술인원수[명]","명","23","17","21","62","55","37","55","41","40","31","42","33","23","26","28","17","26",
"계","의료급여","순열 및 구개열 수술","수술건수[건]","건","26","20","21","63","60","39","57","44","42","34","44","35","23","29","29","18","27",
"계","의료급여","치핵 수술","수술인원수[명]","명","7355","7260","7410","7604","7122","5699","5696","5376","4866","4713","4726","4515","4156","3882","3950","3756","3495",
"계","의료급여","치핵 수술","수술건수[건]","건","7549","8063","7603","7787","7256","5761","5754","5440","4928","4784","4780","4579","4207","3924","3998","3826","3539",
"계","의료급여","내시경하 척추수술","수술인원수[명]","명","126","83","55","48","30","23","34","38","24","30","39","87","124","167","224","322","410",
"계","의료급여","내시경하 척추수술","수술건수[건]","건","131","89","55","49","30","23","34","38","25","30","42","88","128","171","237","329","431",
"계","의료급여","일반 척추수술","수술인원수[명]","명","6775","7636","8336","9059","9840","8708","9971","10062","9746","10102","10835","11146","11408","12079","12079","12974","13003",
"계","의료급여","일반 척추수술","수술건수[건]","건","7107","8706","8739","9494","10316","9112","10568","10797","10477","10838","11591","11993","12177","12942","12945","14061","14196",
"계","의료급여","내시경하 부비동 수술","수술인원수[명]","명","","","","1352","1504","1411","1524","1526","1402","1488","1452","1540","1610","1594","975","1053","998",
"계","의료급여","내시경하 부비동 수술","수술건수[건]","건","","","","1385","1547","1448","1585","1601","1463","1528","1498","1587","1662","1643","1021","1103","1023",
"계","의료급여","일반 부비동 수술","수술인원수[명]","명","1036","1129","1012","386","329","231","257","193","215","194","168","231","247","116","89","84","85",
"계","의료급여","일반 부비동 수술","수술건수[건]","건","1100","1296","1076","408","351","244","281","212","230","216","175","248","280","120","95","89","88",
"계","의료급여","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","113",
"계","의료급여","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","115",
"서울","계","계","수술인원수[명]","명","338443","356137","359058","394635","399557","383634","404084","395522","392741","386355","403793","414506","431569","469611","458887","497425","489284",
"서울","계","계","수술건수[건]","건","375131","397635","401505","446210","452359","437060","451477","442778","442712","442830","476531","501325","517267","571350","580905","643827","618133",
"서울","계","백내장 수술","수술인원수[명]","명","49173","53387","57420","60707","65306","68356","68689","71110","75095","80451","87329","95652","110186","133192","144125","165292","149997",
"서울","계","백내장 수술","수술건수[건]","건","61842","68314","73882","78933","85822","90844","92052","94982","101472","111018","122281","138268","164129","205750","232970","272984","239266",
"서울","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","10853","10467","10407","10837","10147","10884","11578","11340","10826","9976","11141","11154","10655","10715","8069","5799","4932",
"서울","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","10866","10498","10430","10893","10184","10914","11615","11409","10863","10195","11877","12070","11008","10773","8195","5845","4963",
"서울","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","969","1079","1369","1603","1645","1521","1618","1702","1826","1767","1713","1553","1850","1992","1807","2094","2460",
"서울","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","981","1104","1392","1644","1668","1556","1651","1760","1863","1814","1757","1578","1903","2049","1902","2255","2595",
"서울","계","스텐트삽입술","수술인원수[명]","명","9484","10057","10866","12177","12538","11568","11967","12412","13091","12861","14379","14698","14758","15073","14323","15539","15417",
