"의료기관시도별","환자거주지역별","수술종류별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"서울","계","고관절 치환술","입원일수[일]","일","57256","54448","123647","125205","123446","122730","126473","133350","125327","129153","135468",
"서울","계","고관절 치환술","진료비[천원]","천원","26275587","25460535","47504962","52070883","55263802","58393021","65170118","77635256","80451290","86069658","88378632",
"서울","계","슬관절 치환술","수술인원수[명]","명","15155","14577","14702","14863","17362","17127","16979","19544","17890","19231","19915",
"서울","계","슬관절 치환술","수술건수[건]","건","15628","14975","15157","15426","17827","17586","17509","20140","18811","20287","21283",
"서울","계","슬관절 치환술","입원일수[일]","일","306580","304006","299553","302573","342956","334858","329284","364452","326700","346419","355390",
"서울","계","슬관절 치환술","진료비[천원]","천원","119443448","114291692","111388424","113472606","138138858","144080974","150126375","181701837","171112756","187218937","196162129",
"서울","계","유방 부분 절제술","수술인원수[명]","명","6820","7173","6969","6101","6173","9861","14314","15630","14901","16616","17125",
"서울","계","유방 부분 절제술","수술건수[건]","건","6969","7363","7126","6247","6509","10105","14728","16074","15452","17166","17730",
"서울","계","유방 부분 절제술","입원일수[일]","일","26712","27152","25014","21986","21825","41732","67938","70257","64672","68738","68748",
"서울","계","유방 부분 절제술","진료비[천원]","천원","8828540","9456945","9165847","8778198","8856331","22880342","47666156","55066926","55888652","66047693","69872111",
"서울","계","유방 전 절제술","수술인원수[명]","명","8226","9088","10564","11457","7831","10146","7097","9459","11021","11629","12111",
"서울","계","유방 전 절제술","수술건수[건]","건","8298","9172","10643","11544","7888","10240","7110","9505","11086","11710","12193",
"서울","계","유방 전 절제술","입원일수[일]","일","70731","73812","79936","82117","58885","75077","50623","54746","53361","54561","53621",
"서울","계","유방 전 절제술","진료비[천원]","천원","25064381","27613648","33771869","38682874","27085872","40209486","31246764","38065665","41022139","46452147","47480442",
"서울","계","뇌기저부 수술","수술인원수[명]","명","212","227","205","190","239","209","257","404","391","429","420",
"서울","계","뇌기저부 수술","수술건수[건]","건","213","228","206","191","239","210","259","406","397","432","425",
"서울","계","뇌기저부 수술","입원일수[일]","일","3638","4200","4140","3510","4663","3674","4685","6538","6563","7004","6251",
"서울","계","뇌기저부 수술","진료비[천원]","천원","2013158","2472172","2417709","2464764","3417870","3022004","4333626","7000683","7652077","8662490","8209979",
"서울","계","뇌종양 수술","수술인원수[명]","명","3297","3391","3617","3693","4070","4210","3170","3313","3267","4968","4921",
"서울","계","뇌종양 수술","수술건수[건]","건","3392","3484","3691","3776","4155","4290","3239","3410","3383","5130","5049",
"서울","계","뇌종양 수술","입원일수[일]","일","54810","54249","57366","54794","61943","62010","53464","56595","52733","68643","67341",
"서울","계","뇌종양 수술","진료비[천원]","천원","30279316","30403856","35383594","40045201","47476378","50836499","48539239","56599049","57234222","79672390","80075656",
"서울","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","8835","8434","8162","7479","8072","7900","7882","7855","6869","7221","7039",
"서울","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","8857","8455","8179","7510","8097","7932","7917","7928","7017","7402","7226",
"서울","계","위 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","114887","106530","99035","92208","95944","92406","93112","93130","79979","81729","77243",
"서울","계","위 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","51956573","50028305","52525981","55585758","63576861","67075288","74096663","81453663","76970001","82139347","82433418",
"서울","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","3868","3979","3967","4124","4074","3762","4056","4065","4140","4255","4018",
"서울","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","3906","4022","4002","4163","4109","3801","4087","4123","4224","4374","4098",
"서울","계","간 부분 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","69129","68229","64240","64663","63676","55370","59569","58505","58372","59765","56258",
"서울","계","간 부분 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","33957901","34491171","35974700","41733416","43325637","41327423","49310639","55232154","58948679","63055539","62221833",
"서울","계","간색전술","수술인원수[명]","명","11933","11791","11763","12119","12173","13127","13232","13854","13569","13710","13555",
"서울","계","간색전술","수술건수[건]","건","19383","18419","18373","18699","18637","19200","19000","19828","19172","19068","18380",
"서울","계","간색전술","입원일수[일]","일","151176","141441","137009","138374","141996","141163","142099","150695","148586","147889","140371",
"서울","계","간색전술","진료비[천원]","천원","94457535","89995571","93629749","105035874","118310424","126446984","139465164","161150039","169877519","174355599","177123469",
"서울","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","21178","20171","15473","11894","12263","12287","13428","15250","13715","15567","14643",
"서울","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","21378","20363","15583","11976","12345","12383","13522","15391","13947","15778","14893",
"서울","계","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","127364","118581","87831","66375","66838","66066","70212","77394","67260","75372","67820",
"서울","계","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","42901329","41850282","34271798","30645628","31953731","33997067","41519125","49903380","47075760","54918730","53579387",
"서울","계","선천성 심장기형 수술","수술인원수[명]","명","4336","4545","3711","","","","","","","","",
"서울","계","선천성 심장기형 수술","수술건수[건]","건","4460","4687","3821","","","","","","","","",
"서울","계","선천성 심장기형 수술","입원일수[일]","일","72818","73715","63833","","","","","","","","",
"서울","계","선천성 심장기형 수술","진료비[천원]","천원","84558766","92683239","88426838","","","","","","","","",
"서울","계","심장수술(관상동맥우회수술 제외)","수술인원수[명]","명","","","","3915","4060","4065","3933","4057","4750","4771","5041",
"서울","계","심장수술(관상동맥우회수술 제외)","수술건수[건]","건","","","","4006","4165","4171","4037","4167","4956","4967","5248",
"서울","계","심장수술(관상동맥우회수술 제외)","입원일수[일]","일","","","","66987","70441","68008","67525","69917","79633","78703","83025",
"서울","계","심장수술(관상동맥우회수술 제외)","진료비[천원]","천원","","","","103850162","115771185","120900988","133715918","150634222","172588341","180481164","201623401",
"서울","계","순열 및 구개열 수술","수술인원수[명]","명","549","593","617","602","581","573","512","474","474","417","597",
"서울","계","순열 및 구개열 수술","수술건수[건]","건","579","607","627","626","597","595","544","496","513","434","618",
"서울","계","순열 및 구개열 수술","입원일수[일]","일","3237","3194","3439","3080","2902","3128","2490","2378","2462","1887","2471",
"서울","계","순열 및 구개열 수술","진료비[천원]","천원","719163","760475","887802","1084625","1114475","1289921","1370296","1650849","1869962","1882497","2255635",
"서울","계","치핵 수술","수술인원수[명]","명","45423","41967","38906","36308","36047","35117","33097","32317","32438","30848","29936",
"서울","계","치핵 수술","수술건수[건]","건","46036","42436","39380","38010","44028","44803","36020","32693","32851","31240","30428",
"서울","계","치핵 수술","입원일수[일]","일","127966","113630","103578","97903","112739","115910","88766","79632","80480","74192","70126",
"서울","계","치핵 수술","진료비[천원]","천원","38743775","36906382","35648658","34528227","35172188","36109015","35513869","37408801","38992673","37270478","36782258",
