"월별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"합계","심장수술(관상동맥 우회수술 제외)","진료비[천원]","천원","","","","","","","","","","177612737","197704236","209646020","231951643","260843696","312067542","339273145","362412465",
"합계","심장수술(관상동맥 우회수술 제외)","급여비[천원]","천원","","","","","","","","","","170266828","189315059","201028925","221812484","248752825","297249719","322772332","345063609",
"합계","순열 및 구개열 수술","수술인원수[명]","명","329","302","267","895","893","950","990","","","1004","991","953","833","801","769","688","912",
"합계","순열 및 구개열 수술","수술건수[건]","건","342","308","273","920","938","991","1053","","","1055","1017","1000","873","844","829","721","945",
"합계","순열 및 구개열 수술","입원일수[일]","일","2271","1928","1880","6497","6081","6196","6663","","","5873","5839","5674","4521","4696","4262","3489","4184",
"합계","순열 및 구개열 수술","요양급여일수[일]","일","4022","3490","3220","11032","10392","11051","11915","","","11088","10537","10431","8257","8321","8105","6423","8328",
"합계","순열 및 구개열 수술","진료비[천원]","천원","339933","312478","305342","1178924","1167237","1249078","1378054","","","1827563","2052614","2166973","2210120","2979714","2961971","2999755","3417408",
"합계","순열 및 구개열 수술","급여비[천원]","천원","330017","302780","272676","1040509","1039086","1101633","1231628","","","1627920","1848580","1961339","2034896","2724604","2713659","2770481","3107302",
"합계","치핵 수술","수술인원수[명]","명","270984","269580","272241","272290","246986","226409","226790","","","193064","188862","186222","174015","168779","167522","158237","154304",
"합계","치핵 수술","수술건수[건]","건","279229","278677","280736","281347","251828","228267","229171","","","196916","199409","199194","179073","170850","169669","160441","156432",
"합계","치핵 수술","입원일수[일]","일","974119","974472","971070","961712","865137","777269","750974","","","570330","560379","551389","484710","452400","438646","399180","373633",
"합계","치핵 수술","요양급여일수[일]","일","1450453","1477365","1466694","1462061","1328078","1193599","1172799","","","906110","888700","878281","790510","749774","745554","698233","677191",
"합계","치핵 수술","진료비[천원]","천원","182830573","189729823","191991063","205068201","199269699","187592075","194555866","","","181485875","181159736","183910831","182533858","191425615","195505122","186408897","184064625",
"합계","치핵 수술","급여비[천원]","천원","148706629","154150317","154531824","165374210","160912189","151777005","157994528","","","148224622","148132063","150469878","149478238","156432735","156131552","149245744","147629838",
"합계","내시경하 척추수술","수술인원수[명]","명","5660","3472","1934","1737","1454","1583","1486","","","1421","2194","5007","7082","8376","9043","12064","14296",
"합계","내시경하 척추수술","수술건수[건]","건","5727","3508","1950","1751","1464","1603","1503","","","1455","2243","5123","7249","8556","9298","12396","14671",
"합계","내시경하 척추수술","입원일수[일]","일","36943","24680","16051","13101","11108","9750","10057","","","9257","14923","35093","51023","57580","64942","91604","104441",
"합계","내시경하 척추수술","요양급여일수[일]","일","102778","60642","36322","36466","30177","37739","36214","","","34413","53184","109510","149471","170070","183745","254031","302281",
"합계","내시경하 척추수술","진료비[천원]","천원","7639563","4533128","2743718","2455909","2264386","2231990","2237790","","","2117893","3250737","7484812","11000450","14179806","17550078","25427793","32394157",
"합계","내시경하 척추수술","급여비[천원]","천원","6056307","3580114","2135707","1915038","1764300","1739536","1764156","","","1654382","2531668","5824760","8555745","11002545","13643513","19744111","25097194",
"합계","일반 척추수술","수술인원수[명]","명","90292","106801","114860","139761","155229","149770","166517","","","155450","161494","164571","168353","174868","178854","189995","191500",
"합계","일반 척추수술","수술건수[건]","건","93098","111004","118698","144557","160767","155249","173428","","","162459","168836","172429","176522","183908","188394","201197","203902",
"합계","일반 척추수술","입원일수[일]","일","1415147","1595080","1730400","2038832","2259680","2149475","2385339","","","2231395","2310025","2300516","2356268","2428173","2374679","2468399","2363945",
"합계","일반 척추수술","요양급여일수[일]","일","2652587","3109390","3428006","4117640","4560468","4371347","4882513","","","4568513","4756528","4803183","4960011","5202829","5220004","5569670","5524403",
"합계","일반 척추수술","진료비[천원]","천원","296065261","345809354","364603067","446455569","496279493","454437278","497560012","","","523448802","580726691","607372998","676860037","800155610","918153777","987697049","973835672",
"합계","일반 척추수술","급여비[천원]","천원","239793258","279461350","290280011","355361288","395564479","360925684","394870581","","","418116761","464810266","486478981","542350213","641886322","737290731","793275281","779929120",
"합계","내시경하 부비동 수술","수술인원수[명]","명","","","","44308","50105","53394","62312","","","57870","59556","59283","64027","62458","31998","32930","33812",
"합계","내시경하 부비동 수술","수술건수[건]","건","","","","46188","52227","55744","64873","","","59633","61147","60832","65767","64066","33311","34253","35056",
"합계","내시경하 부비동 수술","입원일수[일]","일","","","","170851","184406","184508","210158","","","190727","192361","192158","203977","196383","109166","111859","111884",
"합계","내시경하 부비동 수술","요양급여일수[일]","일","","","","399898","425367","427010","513434","","","456971","475328","490730","533030","528328","314896","334762","342235",
"합계","내시경하 부비동 수술","진료비[천원]","천원","","","","41924875","51784797","54819831","63179398","","","66988477","71315676","76115656","92603097","101604354","70736501","75441306","81775734",
"합계","내시경하 부비동 수술","급여비[천원]","천원","","","","33428843","41456893","44000550","50684040","","","53742748","57185272","61343544","75028247","82140073","57364526","61254070","66495015",
"합계","일반 부비동 수술","수술인원수[명]","명","29992","31079","31020","10553","9258","8486","7635","","","5946","5075","5858","5812","3121","2510","2272","2206",
"합계","일반 부비동 수술","수술건수[건]","건","32240","33515","33370","11519","10097","9235","8234","","","6227","5374","6205","6129","3195","2584","2350","2268",
"합계","일반 부비동 수술","입원일수[일]","일","127757","132241","132240","46920","43153","39167","37114","","","32545","28858","33088","35833","14247","11703","10862","10523",
"합계","일반 부비동 수술","요양급여일수[일]","일","303491","307865","310242","94458","88886","82617","77935","","","59938","55584","65116","71132","34880","29217","28084","27551",
"합계","일반 부비동 수술","진료비[천원]","천원","30860516","33165980","33277501","11079657","11244504","11015219","10532339","","","10712551","9713509","11578536","13810007","7897465","7258123","7353110","7253743",
"합계","일반 부비동 수술","급여비[천원]","천원","24921919","26758799","26623620","8948074","9137879","8983722","8726484","","","8891877","8092751","9676905","11570923","6684769","6137803","6305681","6216678",
"합계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","2614",
"합계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","2689",
"합계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","","","","","","","79150",
"합계","줄기세포이식술","요양급여일수[일]","일","","","","","","","","","","","","","","","","","100762",
"합계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","","","","","","","91919858",
