Hospital Location,Insurance,Surgery,Category,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 22,Reference Surgery
Central Seoul,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,1983.0,2631.5,2773.75,3251.75,3726.25,3538.0,3788.75,3644.25,3675.5,3715.75,4340.5,4281.75,4244.75,4886.0,4472.5,4807.75,4978.75,, Total knee replacement 
Central Seoul,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,1227.5,1372.0,1400.25,622.75,1571.5,1673.75,1705.0,1793.25,1742.25,1525.25,1543.25,2465.25,3578.5,3907.5,3725.25,4154.0,4281.25,, Mastectomy 
Central Seoul,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,1367.0,1370.75,1412.0,2413.25,1795.5,1769.5,2056.5,2272.0,2641.0,2864.25,1957.75,2536.5,1774.25,2364.75,2755.25,2907.25,3027.75,, Mastectomy 
Central Seoul,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,56.25,57.5,45.25,55.0,56.75,52.0,53.0,56.75,51.25,47.5,59.75,52.25,64.25,101.0,97.75,107.25,105.0,, Craniotomy and removal of brain tumor 
Central Seoul,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,604.5,643.25,630.75,752.25,824.25,814.25,824.25,847.75,904.25,923.25,1017.5,1052.5,792.5,828.25,816.75,1242.0,1230.25,, Craniotomy and removal of brain tumor 
Central Seoul,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,1959.25,1849.75,1772.0,2221.5,2275.5,2215.0,2208.75,2108.5,2040.5,1869.75,2018.0,1975.0,1970.5,1963.75,1717.25,1805.25,1759.75,, Total gastrectomy 
Central Seoul,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,525.25,551.5,650.5,798.75,859.0,866.0,967.0,994.75,991.75,1031.0,1018.5,940.5,1014.0,1016.25,1035.0,1063.75,1004.5,, Wedge resection of liver 
Central Seoul,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,2328.25,2383.25,2443.75,2775.75,2784.5,2831.25,2983.25,2947.75,2940.75,3029.75,3043.25,3281.75,3308.0,3463.5,3392.25,3427.5,3388.75,, Lobectomy of liver 
Central Seoul,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,2382.25,2773.0,3449.5,4125.75,4345.25,4616.75,5294.5,5042.75,3868.25,2973.5,3065.75,3071.75,3357.0,3812.5,3428.75,3891.75,3660.75,, Bilateral thyroidectomy 
Central Seoul,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,843.75,856.0,774.5,958.0,983.5,1276.75,1084.0,1136.25,927.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, PDA ligation 
Central Seoul,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.75,1015.0,1016.25,983.25,1014.25,1187.5,1192.75,1260.25,, Aortic valve replacement 
Central Seoul,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,47.75,48.25,38.75,122.75,129.75,134.5,137.25,148.25,154.25,150.5,145.25,143.25,128.0,118.5,118.5,104.25,149.25,, Bilateral thyroidectomy 
Central Seoul,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,523.25,202.0,139.0,197.25,162.5,239.0,224.25,154.5,196.75,182.25,236.0,329.5,467.0,502.25,644.25,863.75,998.25,, Laminectomy 
Central Seoul,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,8084.0,9733.25,9914.25,11955.5,12654.5,12039.25,12866.5,11805.5,11120.25,10498.0,10879.75,10915.5,10753.5,11410.25,11457.75,12759.0,13208.75,, Laminectomy 
Central Seoul,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,0.0,0.0,0.0,2579.0,3106.5,3497.5,4688.5,4600.25,4459.5,3988.25,4290.75,4319.5,5047.5,4833.75,2191.0,2296.75,2407.25,, Bilateral thyroidectomy 
Central Seoul,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,2243.5,2330.75,2389.5,803.5,698.5,673.25,619.5,545.5,430.5,364.75,351.5,416.0,361.25,278.0,242.0,223.0,229.75,, Bilateral thyroidectomy 
Central Seoul,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.5,, Liver transplantation 
Southern Seoul,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,2713.25,2616.75,2601.75,2709.25,2536.75,2721.0,2894.5,2835.0,2706.5,2494.0,2785.25,2788.5,2663.75,2678.75,2017.25,1449.75,1233.0,, Bilateral thyroidectomy 
Southern Seoul,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,242.25,269.75,342.25,400.75,411.25,380.25,404.5,425.5,456.5,441.75,428.25,388.25,462.5,498.0,451.75,523.5,615.0,, Aortic valve replacement 
Southern Seoul,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,2371.0,2514.25,2716.5,3044.25,3134.5,2892.0,2991.75,3103.0,3272.75,3215.25,3594.75,3674.5,3689.5,3768.25,3580.75,3884.75,3854.25,, Aortic valve replacement 
Southern Seoul,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,492.5,497.0,481.0,513.0,498.0,455.0,474.5,430.75,452.75,496.5,496.75,495.0,514.5,537.25,479.5,452.25,520.5,, Graft replacement of Aorta 
Southern Seoul,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,280.25,291.5,276.75,280.75,315.25,264.5,261.25,283.75,274.5,279.75,298.25,326.0,322.25,355.75,427.75,524.25,562.75,, Aortic valve replacement 
Southern Seoul,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,1292.5,1576.75,198.75,1372.25,1642.5,1510.5,1623.5,1707.0,1710.5,1495.75,1463.25,1200.0,1094.75,1149.75,978.0,1125.0,1297.0,, PDA ligation 
Southern Seoul,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,4580.25,4686.0,4455.25,4960.0,4763.5,4595.25,4781.5,4710.5,4413.0,4201.25,4178.25,3866.5,3785.75,3995.25,3641.5,3646.75,3460.25,, Exploratory Laparotomy 
Southern Seoul,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,565.25,559.75,422.0,471.0,397.75,405.25,794.5,841.5,879.75,962.75,1127.75,1230.75,1190.5,1297.25,1315.5,1669.5,1901.5,, Aortic valve replacement 
Southern Seoul,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,2321.0,2453.25,2505.0,3362.25,3602.25,3820.5,4355.75,4300.0,4394.25,4314.5,4764.5,4902.25,5107.5,5420.5,5315.0,5398.5,5529.25,, Laparoscopic cholecystectomy 
Southern Seoul,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,1411.75,1488.75,1671.25,1917.5,2033.0,2070.25,2297.5,2424.5,2530.5,2658.0,2829.25,2990.25,3356.0,3429.0,3463.5,4293.25,4397.0,, Pylorus preserving pancreaticoduodenectomy 
Southern Seoul,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,2211.5,2271.5,2316.0,2433.75,2560.75,2460.75,2513.75,2644.75,2689.5,2694.5,2945.0,2839.5,2858.5,2885.25,2596.5,2722.25,2826.5,, Exploratory laparotomy 
Southern Seoul,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,527.75,525.5,615.5,644.5,657.25,636.75,967.5,888.5,867.5,805.25,934.0,928.0,929.75,1040.25,1019.5,1085.0,1138.25,, Transurethral resection of prostate 
Southern Seoul,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,259.75,288.5,235.25,259.0,374.0,372.25,271.5,276.0,265.25,235.25,227.25,224.0,213.0,221.5,161.75,124.0,98.0,, Prostatectomy 
Southern Seoul,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,7824.5,7653.25,7908.5,8487.0,6626.0,4016.75,3896.25,3701.25,3381.25,3247.25,3471.0,3177.5,3234.25,3188.0,2888.75,2860.0,2751.0,, Total abdominal hysterectomy 
Southern Seoul,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,7594.5,8203.0,8005.75,7724.75,8249.75,7939.25,8479.25,7894.75,8141.75,8422.0,8363.0,8018.75,7661.5,7922.25,7605.0,7739.75,8013.75,, Low cervical cesarean section 
Southern Seoul,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,536.5,587.75,663.25,719.75,782.0,750.25,852.0,847.75,1671.25,1754.5,1804.25,1850.0,1907.5,2058.25,2013.25,2122.0,2193.0,, Total hip replacement 
Southern Seoul,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,1983.0,2631.5,2773.75,3251.75,3726.25,3538.0,3788.75,3644.25,3675.5,3715.75,4340.5,4281.75,4244.75,4886.0,4472.5,4807.75,4978.75,, Total knee replacement 
Southern Seoul,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,1227.5,1372.0,1400.25,622.75,1571.5,1673.75,1705.0,1793.25,1742.25,1525.25,1543.25,2465.25,3578.5,3907.5,3725.25,4154.0,4281.25,, Mastectomy 
Southern Seoul,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,1367.0,1370.75,1412.0,2413.25,1795.5,1769.5,2056.5,2272.0,2641.0,2864.25,1957.75,2536.5,1774.25,2364.75,2755.25,2907.25,3027.75,, Mastectomy 
Southern Seoul,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,56.25,57.5,45.25,55.0,56.75,52.0,53.0,56.75,51.25,47.5,59.75,52.25,64.25,101.0,97.75,107.25,105.0,, Craniotomy and removal of brain tumor 
Southern Seoul,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,604.5,643.25,630.75,752.25,824.25,814.25,824.25,847.75,904.25,923.25,1017.5,1052.5,792.5,828.25,816.75,1242.0,1230.25,, Craniotomy and removal of brain tumor 
Southern Seoul,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,1959.25,1849.75,1772.0,2221.5,2275.5,2215.0,2208.75,2108.5,2040.5,1869.75,2018.0,1975.0,1970.5,1963.75,1717.25,1805.25,1759.75,, Total gastrectomy 
Southern Seoul,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,525.25,551.5,650.5,798.75,859.0,866.0,967.0,994.75,991.75,1031.0,1018.5,940.5,1014.0,1016.25,1035.0,1063.75,1004.5,, Wedge resection of liver 
Southern Seoul,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,2328.25,2383.25,2443.75,2775.75,2784.5,2831.25,2983.25,2947.75,2940.75,3029.75,3043.25,3281.75,3308.0,3463.5,3392.25,3427.5,3388.75,, Lobectomy of liver 
Southern Seoul,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,2382.25,2773.0,3449.5,4125.75,4345.25,4616.75,5294.5,5042.75,3868.25,2973.5,3065.75,3071.75,3357.0,3812.5,3428.75,3891.75,3660.75,, Bilateral thyroidectomy 
Southern Seoul,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,843.75,856.0,774.5,958.0,983.5,1276.75,1084.0,1136.25,927.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, PDA ligation 
Southern Seoul,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.75,1015.0,1016.25,983.25,1014.25,1187.5,1192.75,1260.25,, Aortic valve replacement 
Southern Seoul,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,47.75,48.25,38.75,122.75,129.75,134.5,137.25,148.25,154.25,150.5,145.25,143.25,128.0,118.5,118.5,104.25,149.25,, Bilateral thyroidectomy 
Southern Seoul,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,523.25,202.0,139.0,197.25,162.5,239.0,224.25,154.5,196.75,182.25,236.0,329.5,467.0,502.25,644.25,863.75,998.25,, Laminectomy 
Southern Seoul,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,8084.0,9733.25,9914.25,11955.5,12654.5,12039.25,12866.5,11805.5,11120.25,10498.0,10879.75,10915.5,10753.5,11410.25,11457.75,12759.0,13208.75,, Laminectomy 
Southern Seoul,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,0.0,0.0,0.0,2579.0,3106.5,3497.5,4688.5,4600.25,4459.5,3988.25,4290.75,4319.5,5047.5,4833.75,2191.0,2296.75,2407.25,, Bilateral thyroidectomy 
Southern Seoul,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,2243.5,2330.75,2389.5,803.5,698.5,673.25,619.5,545.5,430.5,364.75,351.5,416.0,361.25,278.0,242.0,223.0,229.75,, Bilateral thyroidectomy 
Southern Seoul,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.5,, Liver transplantation 
Eastern Seoul,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,2713.25,2616.75,2601.75,2709.25,2536.75,2721.0,2894.5,2835.0,2706.5,2494.0,2785.25,2788.5,2663.75,2678.75,2017.25,1449.75,1233.0,, Bilateral thyroidectomy 
Eastern Seoul,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,242.25,269.75,342.25,400.75,411.25,380.25,404.5,425.5,456.5,441.75,428.25,388.25,462.5,498.0,451.75,523.5,615.0,, Aortic valve replacement 
Eastern Seoul,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,2371.0,2514.25,2716.5,3044.25,3134.5,2892.0,2991.75,3103.0,3272.75,3215.25,3594.75,3674.5,3689.5,3768.25,3580.75,3884.75,3854.25,, Aortic valve replacement 
Eastern Seoul,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,492.5,497.0,481.0,513.0,498.0,455.0,474.5,430.75,452.75,496.5,496.75,495.0,514.5,537.25,479.5,452.25,520.5,, Graft replacement of Aorta 
Eastern Seoul,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,280.25,291.5,276.75,280.75,315.25,264.5,261.25,283.75,274.5,279.75,298.25,326.0,322.25,355.75,427.75,524.25,562.75,, Aortic valve replacement 
Eastern Seoul,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,1292.5,1576.75,198.75,1372.25,1642.5,1510.5,1623.5,1707.0,1710.5,1495.75,1463.25,1200.0,1094.75,1149.75,978.0,1125.0,1297.0,, PDA ligation 
Eastern Seoul,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,4580.25,4686.0,4455.25,4960.0,4763.5,4595.25,4781.5,4710.5,4413.0,4201.25,4178.25,3866.5,3785.75,3995.25,3641.5,3646.75,3460.25,, Exploratory Laparotomy 
Eastern Seoul,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,565.25,559.75,422.0,471.0,397.75,405.25,794.5,841.5,879.75,962.75,1127.75,1230.75,1190.5,1297.25,1315.5,1669.5,1901.5,, Aortic valve replacement 
Eastern Seoul,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,2321.0,2453.25,2505.0,3362.25,3602.25,3820.5,4355.75,4300.0,4394.25,4314.5,4764.5,4902.25,5107.5,5420.5,5315.0,5398.5,5529.25,, Laparoscopic cholecystectomy 
Eastern Seoul,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,1411.75,1488.75,1671.25,1917.5,2033.0,2070.25,2297.5,2424.5,2530.5,2658.0,2829.25,2990.25,3356.0,3429.0,3463.5,4293.25,4397.0,, Pylorus preserving pancreaticoduodenectomy 
Eastern Seoul,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,2211.5,2271.5,2316.0,2433.75,2560.75,2460.75,2513.75,2644.75,2689.5,2694.5,2945.0,2839.5,2858.5,2885.25,2596.5,2722.25,2826.5,, Exploratory laparotomy 
Eastern Seoul,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,527.75,525.5,615.5,644.5,657.25,636.75,967.5,888.5,867.5,805.25,934.0,928.0,929.75,1040.25,1019.5,1085.0,1138.25,, Transurethral resection of prostate 
Eastern Seoul,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,259.75,288.5,235.25,259.0,374.0,372.25,271.5,276.0,265.25,235.25,227.25,224.0,213.0,221.5,161.75,124.0,98.0,, Prostatectomy 
Eastern Seoul,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,7824.5,7653.25,7908.5,8487.0,6626.0,4016.75,3896.25,3701.25,3381.25,3247.25,3471.0,3177.5,3234.25,3188.0,2888.75,2860.0,2751.0,, Total abdominal hysterectomy 
Eastern Seoul,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,7594.5,8203.0,8005.75,7724.75,8249.75,7939.25,8479.25,7894.75,8141.75,8422.0,8363.0,8018.75,7661.5,7922.25,7605.0,7739.75,8013.75,, Low cervical cesarean section 
Eastern Seoul,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,536.5,587.75,663.25,719.75,782.0,750.25,852.0,847.75,1671.25,1754.5,1804.25,1850.0,1907.5,2058.25,2013.25,2122.0,2193.0,, Total hip replacement 
Eastern Seoul,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,1983.0,2631.5,2773.75,3251.75,3726.25,3538.0,3788.75,3644.25,3675.5,3715.75,4340.5,4281.75,4244.75,4886.0,4472.5,4807.75,4978.75,, Total knee replacement 
Eastern Seoul,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,1227.5,1372.0,1400.25,622.75,1571.5,1673.75,1705.0,1793.25,1742.25,1525.25,1543.25,2465.25,3578.5,3907.5,3725.25,4154.0,4281.25,, Mastectomy 
Eastern Seoul,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,1367.0,1370.75,1412.0,2413.25,1795.5,1769.5,2056.5,2272.0,2641.0,2864.25,1957.75,2536.5,1774.25,2364.75,2755.25,2907.25,3027.75,, Mastectomy 
Eastern Seoul,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,56.25,57.5,45.25,55.0,56.75,52.0,53.0,56.75,51.25,47.5,59.75,52.25,64.25,101.0,97.75,107.25,105.0,, Craniotomy and removal of brain tumor 
Eastern Seoul,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,604.5,643.25,630.75,752.25,824.25,814.25,824.25,847.75,904.25,923.25,1017.5,1052.5,792.5,828.25,816.75,1242.0,1230.25,, Craniotomy and removal of brain tumor 
Eastern Seoul,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,1959.25,1849.75,1772.0,2221.5,2275.5,2215.0,2208.75,2108.5,2040.5,1869.75,2018.0,1975.0,1970.5,1963.75,1717.25,1805.25,1759.75,, Total gastrectomy 
Eastern Seoul,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,525.25,551.5,650.5,798.75,859.0,866.0,967.0,994.75,991.75,1031.0,1018.5,940.5,1014.0,1016.25,1035.0,1063.75,1004.5,, Wedge resection of liver 
Eastern Seoul,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,2328.25,2383.25,2443.75,2775.75,2784.5,2831.25,2983.25,2947.75,2940.75,3029.75,3043.25,3281.75,3308.0,3463.5,3392.25,3427.5,3388.75,, Lobectomy of liver 
Eastern Seoul,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,2382.25,2773.0,3449.5,4125.75,4345.25,4616.75,5294.5,5042.75,3868.25,2973.5,3065.75,3071.75,3357.0,3812.5,3428.75,3891.75,3660.75,, Bilateral thyroidectomy 
Eastern Seoul,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,843.75,856.0,774.5,958.0,983.5,1276.75,1084.0,1136.25,927.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, PDA ligation 
Eastern Seoul,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.75,1015.0,1016.25,983.25,1014.25,1187.5,1192.75,1260.25,, Aortic valve replacement 
Eastern Seoul,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,47.75,48.25,38.75,122.75,129.75,134.5,137.25,148.25,154.25,150.5,145.25,143.25,128.0,118.5,118.5,104.25,149.25,, Bilateral thyroidectomy 
Eastern Seoul,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,523.25,202.0,139.0,197.25,162.5,239.0,224.25,154.5,196.75,182.25,236.0,329.5,467.0,502.25,644.25,863.75,998.25,, Laminectomy 
Eastern Seoul,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,8084.0,9733.25,9914.25,11955.5,12654.5,12039.25,12866.5,11805.5,11120.25,10498.0,10879.75,10915.5,10753.5,11410.25,11457.75,12759.0,13208.75,, Laminectomy 
Eastern Seoul,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,0.0,0.0,0.0,2579.0,3106.5,3497.5,4688.5,4600.25,4459.5,3988.25,4290.75,4319.5,5047.5,4833.75,2191.0,2296.75,2407.25,, Bilateral thyroidectomy 
Eastern Seoul,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,2243.5,2330.75,2389.5,803.5,698.5,673.25,619.5,545.5,430.5,364.75,351.5,416.0,361.25,278.0,242.0,223.0,229.75,, Bilateral thyroidectomy 
Eastern Seoul,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.5,, Liver transplantation 
Western Seoul,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,2713.25,2616.75,2601.75,2709.25,2536.75,2721.0,2894.5,2835.0,2706.5,2494.0,2785.25,2788.5,2663.75,2678.75,2017.25,1449.75,1233.0,, Bilateral thyroidectomy 
Western Seoul,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,242.25,269.75,342.25,400.75,411.25,380.25,404.5,425.5,456.5,441.75,428.25,388.25,462.5,498.0,451.75,523.5,615.0,, Aortic valve replacement 
Western Seoul,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,2371.0,2514.25,2716.5,3044.25,3134.5,2892.0,2991.75,3103.0,3272.75,3215.25,3594.75,3674.5,3689.5,3768.25,3580.75,3884.75,3854.25,, Aortic valve replacement 
Western Seoul,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,492.5,497.0,481.0,513.0,498.0,455.0,474.5,430.75,452.75,496.5,496.75,495.0,514.5,537.25,479.5,452.25,520.5,, Graft replacement of Aorta 
Western Seoul,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,280.25,291.5,276.75,280.75,315.25,264.5,261.25,283.75,274.5,279.75,298.25,326.0,322.25,355.75,427.75,524.25,562.75,, Aortic valve replacement 
Western Seoul,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,1292.5,1576.75,198.75,1372.25,1642.5,1510.5,1623.5,1707.0,1710.5,1495.75,1463.25,1200.0,1094.75,1149.75,978.0,1125.0,1297.0,, PDA ligation 
Western Seoul,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,4580.25,4686.0,4455.25,4960.0,4763.5,4595.25,4781.5,4710.5,4413.0,4201.25,4178.25,3866.5,3785.75,3995.25,3641.5,3646.75,3460.25,, Exploratory Laparotomy 
