"Gender","Career","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","Stay-at-home","Ulsan","Donation Count","Unit","45","42","32","17","19","7","3","7","3","7","4","9","3","1","1","1","1","4","3",
"Men","Stay-at-home","Ulsan","Composition Rate[%]","%",".1",".1",".1","0","0","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Stay-at-home","Gyeonggi","Donation Count","Unit","92","62","42","32","60","35","45","15","29","24","25","11","10","9","12","16","20","15","11",
"Men","Stay-at-home","Gyeonggi","Composition Rate[%]","%",".1",".1","0","0","0","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Stay-at-home","Gangwon","Donation Count","Unit","9","8","18","8","16","16","5","6","7","7","9","3","3","3","4","4","4","2","-",
"Men","Stay-at-home","Gangwon","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","0","0","-",
"Men","Stay-at-home","Chungbook","Donation Count","Unit","35","26","32","25","20","26","6","8","5","5","8","8","2","3","-","3","4","4","2",
"Men","Stay-at-home","Chungbook","Composition Rate[%]","%",".1","0",".1","0","0","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Stay-at-home","Daejeon/Sejong/Chungnaam","Donation Count","Unit","60","48","49","73","76","59","33","17","22","7","11","8","14","6","1","11","7","14","11",
"Men","Stay-at-home","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","0","0","0",".1",".1","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Stay-at-home","Jeonbook","Donation Count","Unit","62","47","28","50","47","31","40","32","13","19","12","4","7","13","10","11","8","12","11",
"Men","Stay-at-home","Jeonbook","Composition Rate[%]","%",".1",".1","0",".1",".1","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Stay-at-home","Gwangju/Jeonnaam","Donation Count","Unit","96","83","66","46","60","34","14","18","14","14","10","4","4","5","11","16","15","32","36",
"Men","Stay-at-home","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1",".1","0","0","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Stay-at-home","Gyeongnaam","Donation Count","Unit","61","45","28","26","18","11","10","13","9","7","4","4","7","6","8","4","2","9","4",
"Men","Stay-at-home","Gyeongnaam","Composition Rate[%]","%",".1",".1","0","0","0","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Stay-at-home","Jeju","Donation Count","Unit","52","43","23","30","29","36","8","18","18","6","6","1","1","-","4","3","9","9","25",
"Men","Stay-at-home","Jeju","Composition Rate[%]","%",".2",".2",".1",".1",".1",".1","0",".1",".1","0","0","-","-","-","-","-","0","0",".1",
"Men","Stay-at-home","Korean Red Cross 외","Donation Count","Unit","34","29","30","40","56","63","79","76","90","107","92","90","30","22","33","33","21","22","15",
"Men","Stay-at-home","Korean Red Cross 외","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1","-","-","-","-","0","0","0",
"Men","Other","Total","Donation Count","Unit","147863","149018","139888","151054","171742","171286","152982","154769","164566","173855","179368","174155","185008","187107","184125","189340","183782","191293","194151",
"Men","Other","Total","Composition Rate[%]","%","8.1","8.3","8.8","8.7","9.1","9","8.4","8.1","8.1","8.1","8.3","8.4","8.7","8.9","9","9.9","9.7","10.2","9.7",
"Men","Other","Korean Red Cross","Donation Count","Unit","142920","144666","135688","143889","161942","157261","138074","140809","146201","155526","157783","154679","165679","169184","167873","173369","168799","175511","175916",
"Men","Other","Korean Red Cross","Composition Rate[%]","%","8","8.3","8.8","8.6","9","8.7","8","7.9","7.7","7.7","7.8","8","8.3","8.6","8.8","9.7","9.5","10.1","9.5",
"Men","Other","Central Seoul","Donation Count","Unit","12383","14018","12941","14039","15617","20044","","","","","","","","21916","19324","18559","18549","19050","19350",
"Men","Other","Central Seoul","Composition Rate[%]","%","7.3","8","9.4","9.5","10.6","11.6","","","","","","","","11.2","10.6","11.8","11.9","12.3","11.7",
"Men","Other","Western Seoul","Donation Count","Unit","15921","17396","19302","20255","23088","10856","19801","19961","20521","22162","22776","20506","22286","","","","","","",
"Men","Other","Western Seoul","Composition Rate[%]","%","14","15.2","16.4","15.9","16.2","16.6","11.1","10.4","9.8","9.4","9.8","9.7","11","","","","","","",
"Men","Other","Southern Seoul","Donation Count","Unit","12307","15258","13643","13946","15987","18714","18836","19391","19081","18751","18267","19290","20715","20042","19055","17342","15810","15627","16404",
"Men","Other","Southern Seoul","Composition Rate[%]","%","8.2","10.1","10","9.7","10.3","11.6","11.7","11.7","11.1","11","11","11.4","11.2","11.5","11.9","12","11.9","11.8","11.1",
"Men","Other","Eastern Seoul","Donation Count","Unit","11554","13106","11653","11490","13701","16644","17333","17147","17946","19888","19540","18183","18809","20635","20586","19846","19339","19615","19861",
"Men","Other","Eastern Seoul","Composition Rate[%]","%","7.3","8.7","9.2","8.5","9.7","10.3","10.1","9.5","9.1","9.3","9.5","9.3","9.3","10.3","11.1","11.6","11.5","11.8","11",
"Men","Other","Busan","Donation Count","Unit","22081","18330","17307","17544","17723","16565","13203","13107","12752","14176","13567","13773","15018","15767","16064","16731","15785","16709","15957",
"Men","Other","Busan","Composition Rate[%]","%","13.5","11.4","11.7","11.1","11.1","9.9","8.8","8.6","8.2","9","8.6","9.6","9.9","10.1","10.7","12.1","11.6","12.1","11.2",
"Men","Other","Daegu/Gyeongbook","Donation Count","Unit","9655","8469","6616","7896","9810","9870","8956","9229","9679","11194","12633","12967","13863","14439","14654","15610","15790","16322","15791",
"Men","Other","Daegu/Gyeongbook","Composition Rate[%]","%","6.6","6.1","5.6","6","6.5","6.7","6.3","6.1","5.8","6.3","7.1","7.7","8","8.2","8.8","11.2","9.9","10.3","9.4",
"Men","Other","Incheon","Donation Count","Unit","7011","7110","8198","8783","9634","9818","10255","10631","11384","11765","11654","11563","11586","11968","11661","13054","13712","14240","15163",
"Men","Other","Incheon","Composition Rate[%]","%","7.7","8.2","10.4","10.1","10.7","9.5","8.9","9.3","9.7","9.5","9.6","10.2","10","10.8","10.4","10.9","11.4","11.9","11.9",
"Men","Other","Ulsan","Donation Count","Unit","5273","5767","4354","4175","4198","3676","3710","4116","4142","5759","5624","5592","5432","5555","5880","5769","5462","5867","6455",
"Men","Other","Ulsan","Composition Rate[%]","%","8.5","8.9","8.3","7.5","7.3","6.7","6.8","7.1","6.9","8.5","8","8.5","8.2","8.4","8.6","9.1","8.6","9.1","8.8",
"Men","Other","Gyeonggi","Donation Count","Unit","8876","7800","7221","7888","9964","9996","9814","10373","10972","11862","12555","13077","13045","13768","14019","16052","15759","14778","14233",
"Men","Other","Gyeonggi","Composition Rate[%]","%","7.6","6.8","7","7.2","8.1","8.1","7.8","8.1","7.8","7.8","7.9","8.5","8.2","8.8","8.8","9.4","9.3","9.3","8.4",
"Men","Other","Gangwon","Donation Count","Unit","1744","1960","2017","2368","2658","2744","2754","2743","3321","3964","4295","4427","4475","4612","4489","5085","5069","5414","4934",
"Men","Other","Gangwon","Composition Rate[%]","%","2.3","2.9","3.6","3.8","4.1","4.1","3.8","3.2","3.5","4","3.7","3.6","3.5","3.4","3.5","4.3","4.6","5.5","4.7",
"Men","Other","Chungbook","Donation Count","Unit","4159","4108","3260","3528","4886","4399","3731","3921","3902","3933","3796","3738","4330","4545","4458","4987","4583","4953","4710",
"Men","Other","Chungbook","Composition Rate[%]","%","6.8","6.6","5.6","5.3","6.2","5.5","5.2","5","5.2","5.3","5.2","5.6","6","6.4","6.3","7.6","7.2","8.1","7.4",
"Men","Other","Daejeon/Sejong/Chungnaam","Donation Count","Unit","5342","5760","5856","6931","8077","8442","8499","8772","9164","8463","9551","9467","10233","9979","10346","11584","11729","12425","12975",
"Men","Other","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","3.8","4.9","5.1","5.2","5.8","5.7","5.9","5.8","5.6","5","5.3","5.5","5.9","5.6","5.9","6.7","7","7.5","7.7",
"Men","Other","Jeonbook","Donation Count","Unit","7514","6553","6555","6608","6692","6711","6223","6312","6342","6426","6000","5227","6070","5918","6031","6517","6040","6518","7138",
"Men","Other","Jeonbook","Composition Rate[%]","%","7.9","7.4","8.7","8.1","7.3","7.1","6.8","6.8","6.6","7.2","6.3","6","7","7.2","7.4","8.5","7.9","9.4","9.8",
"Men","Other","Gwangju/Jeonnaam","Donation Count","Unit","11754","12136","11134","12521","12777","11610","9433","9917","11374","10867","11033","10959","12893","13342","14682","14647","13563","15666","14928",
"Men","Other","Gwangju/Jeonnaam","Composition Rate[%]","%","8.9","8.4","8.8","9.5","9.3","8.9","7.6","8.1","8.5","7.8","7.8","8.2","8.7","9.5","10.4","11.5","10.6","12.5","11.6",
"Men","Other","Gyeongnaam","Donation Count","Unit","4048","3757","3071","3359","4199","4109","3281","3341","3366","3937","3901","3964","4552","4408","4503","5291","5025","5459","5188",
"Men","Other","Gyeongnaam","Composition Rate[%]","%","4.6","4.3","4.1","4","4.5","4.3","3.6","3.5","3.2","3.5","3.7","4","4.5","4.3","4.4","5.3","5.3","5.9","5.2",
"Men","Other","Jeju","Donation Count","Unit","3298","3138","2560","2558","2931","3063","2245","1848","2255","2379","2591","1946","2372","2290","2121","2295","2584","2868","2829",
"Men","Other","Jeju","Composition Rate[%]","%","13.2","13.2","11.9","11","11.7","12.4","10.3","9","10.5","10.3","10.1","8.2","9.2","9.5","8.6","7.9","8.8","9.9","8.7",
"Men","Other","Korean Red Cross 외","Donation Count","Unit","4943","4352","4200","7165","9800","14025","14908","13960","18365","18329","21585","19476","19329","17923","16252","15971","14983","15782","18235",
"Men","Other","Korean Red Cross 외","Composition Rate[%]","%","11.7","9.9","9.1","11.3","12.2","14","13.9","12.1","14.5","14.1","15.9","13.8","13.5","13.4","12.8","13","12.2","11.2","11.1",
"Women","Total","Total","Donation Count","Unit","442723","510504","495483","606000","690440","766279","792044","816920","878626","916056","917507","799404","796429","776358","754526","694957","709306","772823","767399",
"Women","Total","Korean Red Cross","Donation Count","Unit","434111","502328","482813","587806","662788","717029","731259","751905","798880","837370","842410","719073","725958","708838","704669","642092","654823","709881","696187",
"Women","Total","Central Seoul","Donation Count","Unit","40782","47575","50360","60732","60599","78859","","","","","","","","71096","68119","64192","61162","68355","68768",
"Women","Total","Western Seoul","Donation Count","Unit","19722","24503","37319","43179","50528","24475","92521","91199","92775","99850","100627","80306","75510","","","","","","",
"Women","Total","Southern Seoul","Donation Count","Unit","30891","38322","36529","43844","53767","58292","57592","62745","63071","59367","58621","57825","61416","56594","54414","45978","43517","48969","49037",
"Women","Total","Eastern Seoul","Donation Count","Unit","36855","49576","54876","63708","71512","86866","93827","94974","97210","102248","92175","77583","78459","77858","73657","60598","62920","71618","75082",
"Women","Total","Busan","Donation Count","Unit","50090","52283","41898","52858","56614","65975","66157","66477","74522","78802","79468","61778","63448","67004","63778","59235","59275","65959","63300",
"Women","Total","Daegu/Gyeongbook","Donation Count","Unit","47449","49122","40158","55716","63851","66702","69332","74781","78744","85359","82543","68471","68196","69446","65191","57087","66175","66187","62272",
"Women","Total","Incheon","Donation Count","Unit","38759","34148","30994","35109","40885","51417","59622","58985","60781","61351","59436","48475","47753","46516","46390","45691","46915","50726","49440",
"Women","Total","Ulsan","Donation Count","Unit","16922","17206","12792","15253","16571","19237","19173","21211","20917","21264","23655","21606","20361","20705","23038","18858","19707","22936","25511",
"Women","Total","Gyeonggi","Donation Count","Unit","20946","26794","26298","31428","42429","47664","50123","47425","50703","54239","59474","50675","51083","47519","52235","54709","57134","57867","55839",
"Women","Total","Gangwon","Donation Count","Unit","7614","8899","9032","11605","15453","17238","19882","22311","25342","28175","33563","27657","27597","26626","26198","23337","24180","26472","26819",
"Women","Total","Chungbook","Donation Count","Unit","16599","17221","14446","17847","20646","21188","19536","21781","23174","25597","26052","22582","23655","22300","23988","19810","20749","22590","21840",
"Women","Total","Daejeon/Sejong/Chungnaam","Donation Count","Unit","20682","30190","31118","40440","43131","42894","44613","53959","60488","61273","68531","65134","67634","69643","72279","67185","66548","71999","66210",
"Women","Total","Jeonbook","Donation Count","Unit","25456","29805","22431","25998","29680","30368","34581","35581","35567","35562","34065","28422","27027","26092","27575","26418","26629","27728","27377",
"Women","Total","Gwangju/Jeonnaam","Donation Count","Unit","42300","55610","52155","63098","64214","68115","69433","63766","71687","78340","79720","68884","72599","65575","64923","55654","57700","64633","60125",
"Women","Total","Gyeongnaam","Donation Count","Unit","12338","15060","16392","17648","21008","23988","22358","25371","31093","31691","29489","27588","29130","31819","31562","30684","29643","31082","29996",
"Women","Total","Jeju","Donation Count","Unit","6706","6014","6015","9343","11900","13751","12509","11339","12806","14252","14991","12087","12090","10045","11322","12656","12569","12760","14571",
"Women","Total","Korean Red Cross 외","Donation Count","Unit","8612","8176","12670","18194","27652","49250","60785","65015","79746","78686","75097","80331","70471","67520","49857","52865","54483","62942","71212",
"Women","Highschool Student","Total","Donation Count","Unit","144732","173524","177011","207243","215064","267903","288049","283538","306834","311873","300283","255457","256283","242555","224487","135039","134602","107556","106290",
"Women","Highschool Student","Total","Composition Rate[%]","%","32.7","34","35.7","34.2","31.1","35","36.4","34.7","34.9","34","32.7","32","32.2","31.2","29.8","19.4","19","13.9","13.9",
"Women","Highschool Student","Korean Red Cross","Donation Count","Unit","144244","172985","175437","204269","209504","255560","270075","263637","283329","287758","277510","231448","235889","222761","212193","126304","125772","100049","98813",
"Women","Highschool Student","Korean Red Cross","Composition Rate[%]","%","33.2","34.4","36.3","34.8","31.6","35.6","36.9","35.1","35.5","34.4","32.9","32.2","32.5","31.4","30.1","19.7","19.2","14.1","14.2",
"Women","Highschool Student","Central Seoul","Donation Count","Unit","10873","11792","13877","15434","15336","23920","","","","","","","","17731","15233","9118","7776","6322","7255",
"Women","Highschool Student","Central Seoul","Composition Rate[%]","%","26.7","24.8","27.6","25.4","25.3","30.3","","","","","","","","24.9","22.4","14.2","12.7","9.2","10.5",
"Women","Highschool Student","Western Seoul","Donation Count","Unit","6767","8978","12808","14202","14591","6212","30020","27516","29942","31537","29952","21391","19989","","","","","","",
"Women","Highschool Student","Western Seoul","Composition Rate[%]","%","34.3","36.6","34.3","32.9","28.9","25.4","32.4","30.2","32.3","31.6","29.8","26.6","26.5","","","","","","",
"Women","Highschool Student","Southern Seoul","Donation Count","Unit","8652","8661","8268","9607","11032","13804","13078","12821","14098","13485","12622","12352","13850","11526","10253","4521","3848","3711","4638",
"Women","Highschool Student","Southern Seoul","Composition Rate[%]","%","28","22.6","22.6","21.9","20.5","23.7","22.7","20.4","22.4","22.7","21.5","21.4","22.6","20.4","18.8","9.8","8.8","7.6","9.5",
"Women","Highschool Student","Eastern Seoul","Donation Count","Unit","13836","19926","23849","27689","28420","36222","36250","36386","35865","35594","31846","24361","26420","24467","21734","10399","9482","8117","8318",
"Women","Highschool Student","Eastern Seoul","Composition Rate[%]","%","37.5","40.2","43.4","43.5","39.7","41.7","38.6","38.3","36.9","34.8","34.5","31.4","33.7","31.4","29.5","17.2","15.1","11.3","11.1",
"Women","Highschool Student","Busan","Donation Count","Unit","14430","16306","13941","17184","16355","21411","21607","19532","22645","23577","22434","17319","17402","17831","16248","10133","8933","7202","7891",
"Women","Highschool Student","Busan","Composition Rate[%]","%","28.8","31.2","33.3","32.5","28.9","32.5","32.7","29.4","30.4","29.9","28.2","28","27.4","26.6","25.5","17.1","15.1","10.9","12.5",
