"Gender","Blood Type","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men+Women","Type B","Southern Seoul","Composition Rate[%]","%","27.5","27.1","27.1","27","27.2","27.1","26.6","26.7","26.7","26.9","27.1","26.9","26.7","26.7","27","26.9","26.6","26.8","26.9",
"Men+Women","Type B","Eastern Seoul","Donation Count[Unit]","Unit","53432","54650","49035","53281","57578","67330","70750","73799","79717","85454","80589","72950","74420","74376","69364","61951","61124","63174","67302",
"Men+Women","Type B","Eastern Seoul","Composition Rate[%]","%","27.3","27.3","26.9","26.9","27","27","26.7","26.7","27","27.1","27","26.7","26.6","26.7","26.7","26.7","26.5","26.5","26.3",
"Men+Women","Type B","Busan","Donation Count[Unit]","Unit","57284","56584","49943","55298","57584","61434","57075","57844","61472","62591","62909","53603","57076","58704","56144","52139","51357","54159","55009",
"Men+Women","Type B","Busan","Composition Rate[%]","%","26.9","26.6","26.3","26.3","26.6","26.3","26.3","26.4","26.6","26.5","26.4","26.2","26.5","26.3","26.3","26.4","26.4","26.5","26.7",
"Men+Women","Type B","Daegu/Gyeongbook","Donation Count[Unit]","Unit","53220","51749","42845","51216","59067","58011","57515","61112","66248","71846","70100","63658","65196","66856","62707","52684","60614","61428","61995",
"Men+Women","Type B","Daegu/Gyeongbook","Composition Rate[%]","%","27.4","27.4","27.2","27.2","27.4","27.2","27.2","26.9","27.1","27.2","26.9","26.9","27.1","27.2","27","26.8","26.9","27.3","27",
"Men+Women","Type B","Incheon","Donation Count[Unit]","Unit","34985","32454","29242","32773","35162","42083","47128","46591","47673","50267","48405","43540","43957","42202","42490","44536","44356","45442","46867",
"Men+Women","Type B","Incheon","Composition Rate[%]","%","27.1","26.8","26.6","26.9","26.9","27.3","26.9","26.9","26.8","27.1","26.8","26.9","26.9","26.8","26.8","27","26.6","26.6","26.5",
"Men+Women","Type B","Ulsan","Donation Count[Unit]","Unit","20593","21768","17258","19168","19985","20027","19419","21232","21454","23582","24915","23014","23059","23140","24503","21917","22332","23417","26518",
"Men+Women","Type B","Ulsan","Composition Rate[%]","%","26.1","26.5","26.4","26.9","27","27","26.4","26.8","26.4","26.4","26.6","26.4","26.7","26.7","26.8","26.6","26.7","26.9","26.7",
"Men+Women","Type B","Gyeonggi","Donation Count[Unit]","Unit","37578","37911","34335","37797","44407","46397","47291","47308","51848","55880","58654","54604","55824","53964","55425","60105","59161","57153","59327",
"Men+Women","Type B","Gyeonggi","Composition Rate[%]","%","27.2","26.8","26.6","26.7","26.9","27.1","26.8","26.9","27.1","27.1","26.8","26.6","26.5","26.5","26.2","26.6","26.2","26.4","26.3",
"Men+Women","Type B","Gangwon","Donation Count[Unit]","Unit","22466","20918","17681","20015","22019","23458","25750","30290","33605","35598","41514","41656","42921","44560","42498","39378","37372","34189","36791",
"Men+Women","Type B","Gangwon","Composition Rate[%]","%","27","27.3","27.4","27.3","27.6","28","27.9","28","27.9","27.8","27.7","27.8","27.7","27.6","27.7","28","27.8","27.4","27.7",
"Men+Women","Type B","Chungbook","Donation Count[Unit]","Unit","21798","21884","20058","23897","28028","28713","25831","27963","27703","28042","28157","24997","26787","26009","25923","23502","23348","23092","23530",
"Men+Women","Type B","Chungbook","Composition Rate[%]","%","28.2","27.7","27.6","28.1","28.2","28.4","28.3","27.9","28.2","28","28.3","28","28","27.7","27.5","27.4","27.6","27.5","27.5",
"Men+Women","Type B","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","43590","39194","38545","45986","48213","51542","50743","55086","59888","62817","67330","63476","64791","66966","66852","64044","62094","63444","62343",
"Men+Women","Type B","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","27","26.7","26.3","26.5","26.4","26.8","26.7","26.7","26.7","27.1","27","26.8","26.9","27","26.9","26.8","26.6","26.8","26.6",
"Men+Women","Type B","Jeonbook","Donation Count[Unit]","Unit","31155","30477","24808","28063","31109","32309","32323","32906","34025","32319","33176","29975","29241","28270","28294","26437","26679","25124","26125",
"Men+Women","Type B","Jeonbook","Composition Rate[%]","%","25.8","25.7","25.3","26","25.7","25.9","25.8","25.7","25.9","25.8","25.7","25.8","25.6","26","26","25.7","25.9","25.9","26.1",
"Men+Women","Type B","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","43940","50769","44755","49215","50582","49934","48865","47227","52300","55361","56335","51355","55179","51660","51507","45985","46300","47902","47319",
"Men+Women","Type B","Gwangju/Jeonnaam","Composition Rate[%]","%","25.2","25.4","25.1","25.3","25.1","25.2","25.4","25.4","25.4","25.4","25.4","25.4","25.1","25","24.9","25.1","25","25.3","25",
"Men+Women","Type B","Gyeongnaam","Donation Count[Unit]","Unit","27092","27303","23920","26911","30166","31588","29971","31182","35348","37893","35726","33474","34118","35037","34909","34378","32330","32295","33811",
"Men+Women","Type B","Gyeongnaam","Composition Rate[%]","%","26.9","26.6","26.1","26.4","26.3","26.4","26.2","25.9","26.2","26.5","26.3","26.2","26.1","26","26.3","26.2","25.9","26.2","26.2",
"Men+Women","Type B","Jeju","Donation Count[Unit]","Unit","9831","9268","8490","10119","11465","11775","10525","9585","10339","11412","12610","10973","11456","10574","11000","12727","12594","12433","13921",
"Men+Women","Type B","Jeju","Composition Rate[%]","%","31","31.1","30.8","31.1","31.1","30.6","30.8","30.1","30.1","30.5","31","30.6","30.3","30.9","30.6","30.5","30","29.8","29.6",
"Men+Women","Type B","Korean Red Cross 외","Donation Count[Unit]","Unit","13698","13125","15333","21827","29561","40660","45173","48608","55173","56023","56121","59209","57222","54706","47530","47159","47568","54774","62499",
"Men+Women","Type B","Korean Red Cross 외","Composition Rate[%]","%","27","25.3","26","26.8","27.4","27.1","26.9","27","26.7","26.8","26.6","26.8","26.8","27.1","26.8","26.8","26.8","26.8","26.6",
"Men+Women","Type AB","Total","Donation Count[Unit]","Unit","259531","261959","237819","268757","293594","305782","299179","311680","334274","349816","352595","330146","333595","330416","319377","300568","300702","303982","319258",
"Men+Women","Type AB","Total","Composition Rate[%]","%","11.4","11.4","11.4","11.5","11.4","11.5","11.4","11.4","11.5","11.5","11.4","11.5","11.4","11.5","11.4","11.5","11.5","11.5","11.5",
"Men+Women","Type AB","Korean Red Cross","Donation Count[Unit]","Unit","253283","255890","230827","259317","281577","288528","279702","291032","310778","326013","328417","304730","309539","307591","299661","280565","280379","280843","291983",
"Men+Women","Type AB","Korean Red Cross","Composition Rate[%]","%","11.4","11.4","11.4","11.4","11.4","11.5","11.4","11.4","11.5","11.5","11.4","11.5","11.4","11.5","11.5","11.5","11.6","11.5","11.5",
"Men+Women","Type AB","Central Seoul","Donation Count[Unit]","Unit","24648","25317","21376","23685","23745","28657","","","","","","","","31053","28752","25560","25220","25546","27198",
"Men+Women","Type AB","Central Seoul","Composition Rate[%]","%","11.7","11.4","11.4","11.4","11.4","11.4","","","","","","","","11.6","11.5","11.5","11.6","11.4","11.6",
"Men+Women","Type AB","Western Seoul","Donation Count[Unit]","Unit","15246","15482","17056","19061","21332","10064","30362","31965","34429","38149","37835","33860","32152","","","","","","",
"Men+Women","Type AB","Western Seoul","Composition Rate[%]","%","11.4","11.2","11","11.2","11","11.2","11.2","11.3","11.4","11.4","11.4","11.6","11.6","","","","","","",
"Men+Women","Type AB","Southern Seoul","Donation Count[Unit]","Unit","20166","21173","19263","21255","23676","24898","24519","26049","26615","26055","25758","26654","28394","26619","24650","22006","20845","20932","22658",
"Men+Women","Type AB","Southern Seoul","Composition Rate[%]","%","11.1","11.2","11.1","11.4","11.4","11.3","11.2","11.4","11.3","11.3","11.5","11.7","11.5","11.5","11.5","11.6","11.8","11.5","11.5",
"Men+Women","Type AB","Eastern Seoul","Donation Count[Unit]","Unit","22124","22796","20848","22678","24072","28776","30800","31861","33959","36274","34191","31227","31538","31701","29525","26765","26705","27731","29141",
"Men+Women","Type AB","Eastern Seoul","Composition Rate[%]","%","11.3","11.4","11.5","11.4","11.3","11.6","11.6","11.5","11.5","11.5","11.4","11.4","11.3","11.4","11.4","11.5","11.6","11.6","11.4",
"Men+Women","Type AB","Busan","Donation Count[Unit]","Unit","23629","24077","21886","24371","25027","27024","24540","24975","26817","26848","26926","23388","23974","25669","24592","22349","22577","23584","23584",
"Men+Women","Type AB","Busan","Composition Rate[%]","%","11.1","11.3","11.5","11.6","11.5","11.6","11.3","11.4","11.6","11.4","11.3","11.4","11.1","11.5","11.5","11.3","11.6","11.6","11.5",
"Men+Women","Type AB","Daegu/Gyeongbook","Donation Count[Unit]","Unit","21578","21113","17254","20788","24036","24201","23996","25430","27420","29468","29119","26730","27151","27521","26166","22110","25202","25139","25643",
"Men+Women","Type AB","Daegu/Gyeongbook","Composition Rate[%]","%","11.1","11.2","11","11.1","11.2","11.3","11.3","11.2","11.2","11.2","11.2","11.3","11.3","11.2","11.3","11.3","11.2","11.2","11.2",
"Men+Women","Type AB","Incheon","Donation Count[Unit]","Unit","14843","13650","12384","13805","15075","17714","20093","19850","20179","21425","20870","18578","18320","17838","18255","18857","18997","19438","20614",
"Men+Women","Type AB","Incheon","Composition Rate[%]","%","11.5","11.3","11.2","11.3","11.5","11.5","11.5","11.4","11.3","11.5","11.5","11.5","11.2","11.3","11.5","11.4","11.4","11.4","11.7",
"Men+Women","Type AB","Ulsan","Donation Count[Unit]","Unit","9154","9319","7411","7929","8387","8281","8120","8977","9352","10252","10865","10328","9743","10126","10589","9669","9540","10079","11355",
"Men+Women","Type AB","Ulsan","Composition Rate[%]","%","11.6","11.3","11.3","11.1","11.3","11.1","11","11.4","11.5","11.5","11.6","11.8","11.3","11.7","11.6","11.7","11.4","11.6","11.4",
"Men+Women","Type AB","Gyeonggi","Donation Count[Unit]","Unit","15771","16335","14539","16482","19099","19875","20217","20211","21856","23798","24842","23464","23838","23313","24724","26172","26059","24698","25630",
"Men+Women","Type AB","Gyeonggi","Composition Rate[%]","%","11.4","11.5","11.3","11.6","11.6","11.6","11.4","11.5","11.4","11.5","11.4","11.4","11.3","11.4","11.7","11.6","11.5","11.4","11.4",
"Men+Women","Type AB","Gangwon","Donation Count[Unit]","Unit","9393","8693","7428","8296","9065","9335","10480","12087","13538","14566","16748","16757","17394","18258","17195","15974","15403","14091","15282",
"Men+Women","Type AB","Gangwon","Composition Rate[%]","%","11.3","11.4","11.5","11.3","11.4","11.2","11.4","11.2","11.2","11.4","11.2","11.2","11.2","11.3","11.2","11.4","11.5","11.3","11.5",
"Men+Women","Type AB","Chungbook","Donation Count[Unit]","Unit","8881","9044","8354","9530","11244","11794","10653","11750","11338","11416","11389","10166","10851","10693","10551","9597","9730","9479","9504",
"Men+Women","Type AB","Chungbook","Composition Rate[%]","%","11.5","11.4","11.5","11.2","11.3","11.7","11.7","11.7","11.6","11.4","11.4","11.4","11.3","11.4","11.2","11.2","11.5","11.3","11.1",
"Men+Women","Type AB","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","18490","17003","17057","20360","21146","21951","21868","24023","26450","26852","28999","27545","27439","28375","28530","27947","27007","27371","27035",
"Men+Women","Type AB","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","11.5","11.6","11.6","11.8","11.6","11.4","11.5","11.6","11.8","11.6","11.6","11.6","11.4","11.4","11.5","11.7","11.6","11.5","11.5",
"Men+Women","Type AB","Jeonbook","Donation Count[Unit]","Unit","14142","13860","11608","12612","14451","14565","14727","15017","15523","14730","15274","13839","13612","12583","12636","12010","11969","11347","11600",
"Men+Women","Type AB","Jeonbook","Composition Rate[%]","%","11.7","11.7","11.8","11.7","11.9","11.7","11.7","11.7","11.8","11.7","11.9","11.9","11.9","11.6","11.6","11.7","11.6","11.7","11.6",
"Men+Women","Type AB","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","20470","23369","20897","23196","23898","23231","22602","21901","24140","25959","26081","23780","25966","24587","24584","22068","22185","22929","22770",
"Men+Women","Type AB","Gwangju/Jeonnaam","Composition Rate[%]","%","11.7","11.7","11.7","11.9","11.8","11.7","11.7","11.8","11.7","11.9","11.8","11.8","11.8","11.9","11.9","12","12","12.1","12",
"Men+Women","Type AB","Gyeongnaam","Donation Count[Unit]","Unit","11181","11359","10355","11541","13070","13721","12824","13358","15240","15988","14970","14368","14844","15435","14812","14800","13881","13697","14661",
"Men+Women","Type AB","Gyeongnaam","Composition Rate[%]","%","11.1","11.1","11.3","11.3","11.4","11.5","11.2","11.1","11.3","11.2","11","11.2","11.4","11.5","11.1","11.3","11.1","11.1","11.4",
"Men+Women","Type AB","Jeju","Donation Count[Unit]","Unit","3567","3300","3111","3728","4254","4441","3901","3578","3922","4233","4550","4046","4323","3820","4100","4681","5059","4782","5308",
"Men+Women","Type AB","Jeju","Composition Rate[%]","%","11.3","11.1","11.3","11.5","11.5","11.5","11.4","11.2","11.4","11.3","11.2","11.3","11.4","11.1","11.4","11.2","12","11.5","11.3",
"Men+Women","Type AB","Korean Red Cross 외","Donation Count[Unit]","Unit","6248","6069","6992","9440","12017","17254","19477","20648","23496","23803","24178","25416","24056","22825","19716","20003","20323","23139","27275",
"Men+Women","Type AB","Korean Red Cross 외","Composition Rate[%]","%","12.3","11.7","11.8","11.6","11.1","11.5","11.6","11.5","11.4","11.4","11.5","11.5","11.2","11.3","11.1","11.4","11.4","11.3","11.6",
"Men+Women","RH(-)","Total","Donation Count[Unit]","Unit","8504","9087","8246","9027","9719","10674","10727","11552","12721","13716","13217","11928","12006","12101","11687","11311","11984","11668","11665",
"Men+Women","RH(-)","Total","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",".4",".4",
"Men+Women","RH(-)","Korean Red Cross","Donation Count[Unit]","Unit","8396","8932","8150","8805","9320","10059","10088","10837","11930","12886","12458","11146","11218","11296","10983","10613","11258","10878","10808",
"Men+Women","RH(-)","Korean Red Cross","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",".4",".4",".4",".4",".4",".4",".5",".4",".4",
"Men+Women","RH(-)","Central Seoul","Donation Count[Unit]","Unit","796","868","753","783","831","1101","","","","","","","","1226","1119","1042","1091","1069","1083",
"Men+Women","RH(-)","Central Seoul","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4","","","","","","","",".5",".4",".5",".5",".5",".5",
"Men+Women","RH(-)","Western Seoul","Donation Count[Unit]","Unit","535","620","674","669","763","364","1236","1281","1463","1631","1399","1253","1214","","","","","","",
"Men+Women","RH(-)","Western Seoul","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".5",".5",".5",".5",".4",".4",".4","","","","","","",
"Men+Women","RH(-)","Southern Seoul","Donation Count[Unit]","Unit","750","805","707","771","797","941","880","1093","1156","1118","1060","1004","1106","1050","825","752","796","820","737",
"Men+Women","RH(-)","Southern Seoul","Composition Rate[%]","%",".4",".4",".4",".4",".4",".4",".4",".5",".5",".5",".5",".4",".4",".5",".4",".4",".5",".5",".4",
